attachment1,attachment2,diffusion1,diffusion2,total,attachment1_norm,attachment2_norm,diffusion1_norm,diffusion2_norm
9,120,81,1789,2746,0.0032774945375091042,0.043699927166788055,0.029497450837581936,0.6514930808448652
5,57,7,732,1196,0.004180602006688963,0.047658862876254184,0.005852842809364548,0.6120401337792643
2,13,10,134,247,0.008097165991902834,0.05263157894736842,0.04048582995951417,0.5425101214574899
2,19,18,325,527,0.003795066413662239,0.036053130929791274,0.03415559772296015,0.6166982922201139
4,15,21,273,399,0.010025062656641603,0.03759398496240601,0.05263157894736842,0.6842105263157895
3,46,30,720,1076,0.0027881040892193307,0.04275092936802974,0.027881040892193308,0.6691449814126395
9,22,16,414,628,0.014331210191082803,0.03503184713375796,0.025477707006369428,0.6592356687898089
2,19,18,354,532,0.0037593984962406013,0.03571428571428571,0.03383458646616541,0.6654135338345865
1,39,15,485,770,0.0012987012987012987,0.05064935064935065,0.01948051948051948,0.6298701298701299
16,155,55,2436,3730,0.004289544235924933,0.04155495978552279,0.014745308310991957,0.6530831099195711
0,21,6,326,514,0.0,0.04085603112840467,0.011673151750972763,0.6342412451361867
1,34,30,420,691,0.001447178002894356,0.049204052098408106,0.04341534008683068,0.6078147612156295
10,46,48,756,1245,0.008032128514056224,0.036947791164658635,0.03855421686746988,0.6072289156626506
0,20,7,280,482,0.0,0.04149377593360996,0.014522821576763486,0.5809128630705395
0,0,1,0,1,0.0,0.0,1.0,0.0
7,53,33,995,1461,0.004791238877481177,0.03627652292950034,0.022587268993839837,0.6810403832991102
7,21,40,302,452,0.015486725663716814,0.046460176991150445,0.08849557522123894,0.668141592920354
0,0,8,6,14,0.0,0.0,0.5714285714285714,0.42857142857142855
0,0,7,0,7,0.0,0.0,1.0,0.0
6,56,19,903,1315,0.0045627376425855515,0.04258555133079848,0.014448669201520912,0.6866920152091255
3,18,17,266,406,0.007389162561576354,0.04433497536945813,0.04187192118226601,0.6551724137931034
0,0,2,0,2,0.0,0.0,1.0,0.0
0,9,1,126,204,0.0,0.04411764705882353,0.004901960784313725,0.6176470588235294
0,28,4,596,909,0.0,0.030803080308030802,0.0044004400440044,0.6556655665566556
1,0,0,0,1,1.0,0.0,0.0,0.0
1,47,41,718,1081,0.0009250693802035153,0.043478260869565216,0.037927844588344126,0.6641998149861239
4,31,21,443,731,0.005471956224350205,0.04240766073871409,0.028727770177838577,0.6060191518467852
1,10,8,181,286,0.0034965034965034965,0.03496503496503497,0.027972027972027972,0.6328671328671329
21,201,76,2627,4277,0.004909983633387889,0.0469955576338555,0.017769464577975215,0.6142155716623802
2,13,11,264,375,0.005333333333333333,0.034666666666666665,0.029333333333333333,0.704
0,14,11,218,348,0.0,0.040229885057471264,0.031609195402298854,0.6264367816091954
0,0,2,0,2,0.0,0.0,1.0,0.0
6,42,34,852,1241,0.004834810636583401,0.03384367445608381,0.0273972602739726,0.6865431103948428
2,39,15,610,967,0.002068252326783868,0.04033092037228542,0.015511892450879007,0.6308169596690796
0,0,2,0,2,0.0,0.0,1.0,0.0
4,84,41,1207,1960,0.0020408163265306124,0.04285714285714286,0.020918367346938777,0.6158163265306122
5,69,20,1030,1721,0.002905287623474724,0.04009296920395119,0.011621150493898896,0.5984892504357932
1,6,6,95,146,0.00684931506849315,0.0410958904109589,0.0410958904109589,0.6506849315068494
1,30,14,512,758,0.0013192612137203166,0.0395778364116095,0.018469656992084433,0.6754617414248021
6,67,33,937,1507,0.003981420039814201,0.04445919044459191,0.021897810218978103,0.621765096217651
17,128,42,1861,2976,0.00571236559139785,0.043010752688172046,0.014112903225806451,0.6253360215053764
26,240,51,3230,5212,0.0049884881043745204,0.04604758250191865,0.009785111281657714,0.6197237145049885
3,54,36,706,1162,0.0025817555938037868,0.04647160068846816,0.03098106712564544,0.6075731497418244
2,35,16,554,909,0.0022002200220022,0.03850385038503851,0.0176017601760176,0.6094609460946094
0,10,20,195,295,0.0,0.03389830508474576,0.06779661016949153,0.6610169491525424
12,86,45,1443,2236,0.005366726296958855,0.038461538461538464,0.020125223613595707,0.6453488372093024
3,60,43,935,1466,0.0020463847203274215,0.040927694406548434,0.029331514324693043,0.6377899045020464
2,12,15,349,539,0.0037105751391465678,0.022263450834879406,0.027829313543599257,0.647495361781076
7,56,23,784,1223,0.005723630417007359,0.04578904333605887,0.018806214227309895,0.6410466067048242
4,39,62,613,1043,0.003835091083413231,0.037392138063279005,0.059443911792905084,0.5877277085330777
3,17,15,328,511,0.005870841487279843,0.033268101761252444,0.029354207436399216,0.6418786692759295
5,57,31,842,1348,0.00370919881305638,0.04228486646884273,0.022997032640949554,0.6246290801186943
10,34,19,665,960,0.010416666666666666,0.035416666666666666,0.019791666666666666,0.6927083333333334
6,21,20,488,771,0.007782101167315175,0.027237354085603113,0.02594033722438392,0.6329442282749675
2,50,10,783,1150,0.0017391304347826088,0.043478260869565216,0.008695652173913044,0.6808695652173913
14,94,55,1435,2282,0.006134969325153374,0.04119193689745837,0.024101665205959685,0.6288343558282209
2,5,13,124,201,0.009950248756218905,0.024875621890547265,0.06467661691542288,0.6169154228855721
4,22,19,352,563,0.007104795737122558,0.03907637655417407,0.03374777975133215,0.6252220248667851
4,53,57,586,1065,0.003755868544600939,0.04976525821596244,0.05352112676056338,0.5502347417840375
4,34,43,495,847,0.004722550177095631,0.04014167650531287,0.05076741440377804,0.5844155844155844
5,34,37,641,997,0.0050150451354062184,0.034102306920762285,0.037111334002006016,0.6429287863590772
1,0,0,0,1,1.0,0.0,0.0,0.0
0,0,7,21,28,0.0,0.0,0.25,0.75
4,98,40,1449,2370,0.0016877637130801688,0.04135021097046414,0.016877637130801686,0.6113924050632912
7,66,28,1069,1601,0.004372267332916927,0.04122423485321674,0.017489069331667707,0.6677076826983136
2,3,13,30,65,0.03076923076923077,0.046153846153846156,0.2,0.46153846153846156
0,0,6,5,13,0.0,0.0,0.46153846153846156,0.38461538461538464
11,74,90,903,1579,0.006966434452184927,0.046865104496516784,0.056998100063331225,0.5718809373020899
2,32,23,357,584,0.003424657534246575,0.0547945205479452,0.039383561643835614,0.6113013698630136
1,12,2,119,190,0.005263157894736842,0.06315789473684211,0.010526315789473684,0.6263157894736842
1,7,21,27,70,0.014285714285714285,0.1,0.3,0.38571428571428573
1,11,10,296,437,0.002288329519450801,0.02517162471395881,0.02288329519450801,0.6773455377574371
6,52,9,664,1011,0.005934718100890208,0.051434223541048464,0.008902077151335312,0.6567754698318496
0,0,1,0,1,0.0,0.0,1.0,0.0
4,35,6,584,909,0.0044004400440044,0.03850385038503851,0.006600660066006601,0.6424642464246425
1,12,3,139,205,0.004878048780487805,0.05853658536585366,0.014634146341463415,0.6780487804878049
0,3,13,50,80,0.0,0.0375,0.1625,0.625
8,81,46,1436,2263,0.003535130357931949,0.035793194874060984,0.020326999558108707,0.6345558992487847
7,51,31,820,1242,0.005636070853462158,0.04106280193236715,0.0249597423510467,0.6602254428341385
6,43,9,731,1105,0.005429864253393665,0.03891402714932127,0.008144796380090498,0.6615384615384615
7,183,54,2287,3714,0.001884760366182014,0.049273021001615507,0.014539579967689823,0.6157781367797522
7,52,33,618,950,0.007368421052631579,0.05473684210526316,0.034736842105263156,0.6505263157894737
7,104,28,1435,2309,0.0030316154179298397,0.04504114335210048,0.012126461671719359,0.6214811606756172
5,80,18,1192,1860,0.002688172043010753,0.043010752688172046,0.00967741935483871,0.6408602150537634
6,73,38,1191,1897,0.0031628887717448603,0.03848181338956247,0.020031628887717447,0.6278334211913548
4,15,20,424,610,0.006557377049180328,0.02459016393442623,0.03278688524590164,0.6950819672131148
7,37,15,582,947,0.007391763463569166,0.03907074973600845,0.01583949313621964,0.614572333685322
3,78,19,1270,1901,0.0015781167806417674,0.041031036296685953,0.009994739610731194,0.6680694371383482
6,117,52,1804,2700,0.0022222222222222222,0.043333333333333335,0.01925925925925926,0.6681481481481482
6,49,30,694,1111,0.0054005400540054005,0.04410441044104411,0.027002700270027002,0.6246624662466247
4,44,59,828,1320,0.0030303030303030303,0.03333333333333333,0.0446969696969697,0.6272727272727273
2,28,49,579,912,0.0021929824561403508,0.03070175438596491,0.0537280701754386,0.6348684210526315
13,49,62,643,1078,0.012059369202226345,0.045454545454545456,0.0575139146567718,0.5964749536178108
4,90,21,1305,2045,0.0019559902200488996,0.044009779951100246,0.010268948655256724,0.6381418092909535
4,16,5,113,236,0.01694915254237288,0.06779661016949153,0.0211864406779661,0.4788135593220339
0,10,17,231,348,0.0,0.028735632183908046,0.04885057471264368,0.6637931034482759
7,159,55,2208,3479,0.002012072434607646,0.04570278815751653,0.015809140557631503,0.6346651336590975
2,50,25,639,1027,0.0019474196689386564,0.04868549172346641,0.024342745861733205,0.6222005842259006
0,0,2,0,2,0.0,0.0,1.0,0.0
1,6,11,95,168,0.005952380952380952,0.03571428571428571,0.06547619047619048,0.5654761904761905
1,5,4,137,214,0.004672897196261682,0.02336448598130841,0.018691588785046728,0.6401869158878505
8,112,37,1617,2574,0.003108003108003108,0.04351204351204351,0.014374514374514374,0.6282051282051282
2,6,7,84,149,0.013422818791946308,0.040268456375838924,0.04697986577181208,0.5637583892617449
3,26,16,259,476,0.0063025210084033615,0.0546218487394958,0.03361344537815126,0.5441176470588235
0,39,35,556,951,0.0,0.04100946372239748,0.03680336487907466,0.5846477392218717
0,0,3,0,3,0.0,0.0,1.0,0.0
2,16,41,179,330,0.006060606060606061,0.048484848484848485,0.12424242424242424,0.5424242424242425
4,27,24,294,491,0.008146639511201629,0.054989816700611,0.048879837067209775,0.5987780040733197
2,33,27,486,791,0.0025284450063211127,0.041719342604298354,0.03413400758533502,0.6144121365360303
5,45,55,794,1272,0.003930817610062893,0.03537735849056604,0.04323899371069182,0.6242138364779874
7,88,62,1126,1893,0.0036978341257263604,0.04648705758055996,0.032752245113576335,0.5948230322239831
5,52,60,539,936,0.005341880341880342,0.05555555555555555,0.0641025641025641,0.5758547008547008
5,41,27,389,680,0.007352941176470588,0.060294117647058824,0.039705882352941174,0.5720588235294117
0,2,0,19,51,0.0,0.0392156862745098,0.0,0.37254901960784315
5,46,18,483,754,0.006631299734748011,0.0610079575596817,0.023872679045092837,0.6405835543766578
3,24,5,357,532,0.005639097744360902,0.045112781954887216,0.009398496240601503,0.6710526315789473
6,56,27,840,1353,0.004434589800443459,0.04138950480413895,0.019955654101995565,0.6208425720620843
2,25,9,458,685,0.00291970802919708,0.0364963503649635,0.013138686131386862,0.6686131386861314
0,0,1,0,1,0.0,0.0,1.0,0.0
10,58,23,804,1323,0.007558578987150416,0.04383975812547241,0.017384731670445956,0.6077097505668935
2,7,9,157,246,0.008130081300813009,0.028455284552845527,0.036585365853658534,0.6382113821138211
9,107,83,1576,2533,0.0035530990919857876,0.04224240031583103,0.03276746940386893,0.6221871298855113
9,105,64,1523,2399,0.003751563151313047,0.04376823676531888,0.026677782409337224,0.6348478532721967
4,14,37,380,574,0.006968641114982578,0.024390243902439025,0.06445993031358885,0.662020905923345
13,159,44,2315,3644,0.0035675082327113064,0.04363336992316136,0.012074643249176729,0.6352908891328211
28,197,123,3470,5527,0.005066039442735661,0.035643206079247335,0.02225438755201737,0.6278270309390266
3,18,10,347,593,0.00505902192242833,0.03035413153456998,0.016863406408094434,0.5851602023608768
9,42,23,750,1204,0.007475083056478406,0.03488372093023256,0.01910299003322259,0.6229235880398671
0,20,19,348,540,0.0,0.037037037037037035,0.03518518518518519,0.6444444444444445
8,88,55,1282,2064,0.003875968992248062,0.04263565891472868,0.026647286821705425,0.6211240310077519
0,0,5,0,5,0.0,0.0,1.0,0.0
1,4,12,53,82,0.012195121951219513,0.04878048780487805,0.14634146341463414,0.6463414634146342
0,0,3,0,3,0.0,0.0,1.0,0.0
1,21,20,222,409,0.0024449877750611247,0.05134474327628362,0.0488997555012225,0.5427872860635696
4,40,11,672,1099,0.003639672429481347,0.036396724294813464,0.010009099181073703,0.6114649681528662
2,25,23,407,627,0.003189792663476874,0.03987240829346093,0.03668261562998405,0.6491228070175439
2,18,43,465,740,0.002702702702702703,0.024324324324324326,0.05810810810810811,0.6283783783783784
1,10,5,120,177,0.005649717514124294,0.05649717514124294,0.02824858757062147,0.6779661016949152
0,4,38,182,333,0.0,0.012012012012012012,0.11411411411411411,0.5465465465465466
2,43,22,1008,1464,0.001366120218579235,0.029371584699453553,0.015027322404371584,0.6885245901639344
6,37,42,810,1208,0.004966887417218543,0.030629139072847682,0.0347682119205298,0.6705298013245033
2,40,13,643,981,0.0020387359836901123,0.040774719673802244,0.013251783893985729,0.6554536187563711
6,101,35,1141,1853,0.0032379924446842958,0.05450620615218565,0.018888289260658393,0.6157582298974635
8,80,47,1148,1854,0.004314994606256742,0.043149946062567425,0.02535059331175836,0.6192017259978425
0,2,18,20,50,0.0,0.04,0.36,0.4
0,18,11,171,303,0.0,0.0594059405940594,0.036303630363036306,0.5643564356435643
4,66,27,919,1413,0.0028308563340410475,0.04670912951167728,0.01910828025477707,0.6503892427459307
1,5,8,54,89,0.011235955056179775,0.056179775280898875,0.0898876404494382,0.6067415730337079
10,99,50,1372,2138,0.004677268475210477,0.04630495790458372,0.023386342376052385,0.6417212347988774
2,34,18,406,667,0.0029985007496251873,0.050974512743628186,0.026986506746626688,0.6086956521739131
7,38,23,735,1089,0.006427915518824609,0.03489439853076217,0.021120293847566574,0.6749311294765841
1,22,12,273,485,0.002061855670103093,0.04536082474226804,0.024742268041237112,0.5628865979381443
3,47,42,716,1162,0.0025817555938037868,0.04044750430292599,0.03614457831325301,0.6161790017211703
11,76,56,1033,1635,0.00672782874617737,0.046483180428134555,0.03425076452599388,0.6318042813455658
1,4,1,126,185,0.005405405405405406,0.021621621621621623,0.005405405405405406,0.6810810810810811
5,28,31,492,757,0.0066050198150594455,0.036988110964332896,0.04095112285336856,0.6499339498018494
3,46,45,563,881,0.00340522133938706,0.05221339387060159,0.0510783200908059,0.6390465380249716
4,52,9,714,1137,0.003518029903254178,0.04573438874230431,0.0079155672823219,0.6279683377308707
6,41,32,440,766,0.007832898172323759,0.05352480417754569,0.04177545691906005,0.5744125326370757
4,27,37,546,852,0.004694835680751174,0.03169014084507042,0.04342723004694836,0.6408450704225352
2,20,15,428,678,0.0029498525073746312,0.029498525073746312,0.022123893805309734,0.6312684365781711
1,64,9,914,1436,0.0006963788300835655,0.04456824512534819,0.006267409470752089,0.6364902506963789
0,0,1,0,1,0.0,0.0,1.0,0.0
0,8,5,109,177,0.0,0.04519774011299435,0.02824858757062147,0.615819209039548
10,79,13,1120,1690,0.005917159763313609,0.04674556213017751,0.007692307692307693,0.6627218934911243
0,0,1,0,1,0.0,0.0,1.0,0.0
5,76,70,954,1633,0.003061849357011635,0.04654011022657685,0.04286589099816289,0.58420085731782
18,134,92,1873,2985,0.006030150753768844,0.04489112227805695,0.03082077051926298,0.6274706867671692
1,39,14,728,1019,0.0009813542688910696,0.038272816486751716,0.013738959764474975,0.7144259077526988
9,94,35,1512,2315,0.0038876889848812094,0.04060475161987041,0.01511879049676026,0.6531317494600432
2,39,28,516,885,0.0022598870056497176,0.04406779661016949,0.031638418079096044,0.5830508474576271
14,74,39,1083,1742,0.008036739380022962,0.04247990815154994,0.022388059701492536,0.621699196326062
2,32,12,577,892,0.002242152466367713,0.03587443946188341,0.013452914798206279,0.6468609865470852
6,89,17,1114,1849,0.003244997295835587,0.04813412655489454,0.009194159004867496,0.6024878312601406
10,138,37,1678,2698,0.0037064492216456633,0.05114899925871016,0.013713862120088955,0.6219421793921424
3,25,10,295,503,0.005964214711729622,0.04970178926441352,0.019880715705765408,0.5864811133200796
0,37,18,509,870,0.0,0.04252873563218391,0.020689655172413793,0.5850574712643678
0,7,8,128,207,0.0,0.033816425120772944,0.03864734299516908,0.6183574879227053
1,0,0,0,1,1.0,0.0,0.0,0.0
7,38,16,598,939,0.007454739084132056,0.04046858359957402,0.01703940362087327,0.6368477103301384
1,0,0,0,1,1.0,0.0,0.0,0.0
5,46,16,524,804,0.006218905472636816,0.05721393034825871,0.01990049751243781,0.6517412935323383
2,20,33,320,510,0.00392156862745098,0.0392156862745098,0.06470588235294118,0.6274509803921569
0,0,15,16,31,0.0,0.0,0.4838709677419355,0.5161290322580645
1,0,0,0,1,1.0,0.0,0.0,0.0
0,9,3,138,227,0.0,0.039647577092511016,0.013215859030837005,0.6079295154185022
0,12,23,162,261,0.0,0.04597701149425287,0.08812260536398467,0.6206896551724138
3,31,20,339,594,0.005050505050505051,0.05218855218855219,0.03367003367003367,0.5707070707070707
5,66,58,954,1507,0.0033178500331785005,0.043795620437956206,0.038487060384870604,0.6330457863304578
2,10,14,178,290,0.006896551724137931,0.034482758620689655,0.04827586206896552,0.6137931034482759
3,19,20,350,533,0.005628517823639775,0.03564727954971857,0.0375234521575985,0.6566604127579737
6,85,44,1169,1951,0.0030753459764223477,0.04356740133264992,0.02255253716043055,0.5991799077396207
4,58,40,723,1240,0.0032258064516129032,0.0467741935483871,0.03225806451612903,0.5830645161290322
4,44,8,779,1184,0.0033783783783783786,0.037162162162162164,0.006756756756756757,0.6579391891891891
11,133,40,1811,2929,0.0037555479685899623,0.04540798907476955,0.013656538067599864,0.6182997610105838
1,29,13,301,481,0.002079002079002079,0.060291060291060294,0.02702702702702703,0.6257796257796258
18,174,93,2530,4182,0.00430416068866571,0.04160688665710186,0.02223816355810617,0.6049736967957915
2,37,34,480,800,0.0025,0.04625,0.0425,0.6
8,68,39,890,1400,0.005714285714285714,0.04857142857142857,0.027857142857142858,0.6357142857142857
3,33,19,586,878,0.003416856492027335,0.03758542141230068,0.02164009111617312,0.6674259681093394
17,72,35,831,1420,0.011971830985915493,0.05070422535211268,0.02464788732394366,0.5852112676056338
2,26,44,421,706,0.0028328611898017,0.036827195467422094,0.06232294617563739,0.5963172804532578
7,30,67,475,762,0.009186351706036745,0.03937007874015748,0.08792650918635171,0.6233595800524935
7,88,28,1100,1819,0.0038482682792743265,0.04837822979659153,0.015393073117097306,0.6047278724573941
1,0,15,0,16,0.0625,0.0,0.9375,0.0
0,0,16,29,65,0.0,0.0,0.24615384615384617,0.4461538461538462
0,14,48,217,361,0.0,0.038781163434903045,0.1329639889196676,0.6011080332409973
2,27,19,332,563,0.003552397868561279,0.047957371225577264,0.03374777975133215,0.5896980461811723
2,11,18,243,389,0.005141388174807198,0.028277634961439587,0.04627249357326478,0.6246786632390745
1,15,8,340,503,0.0019880715705765406,0.02982107355864811,0.015904572564612324,0.6759443339960238
4,18,23,165,328,0.012195121951219513,0.054878048780487805,0.0701219512195122,0.5030487804878049
4,57,25,799,1266,0.00315955766192733,0.045023696682464455,0.019747235387045814,0.6311216429699842
1,5,5,92,161,0.006211180124223602,0.031055900621118012,0.031055900621118012,0.5714285714285714
10,55,33,871,1382,0.00723589001447178,0.03979739507959479,0.023878437047756874,0.630246020260492
2,4,4,114,160,0.0125,0.025,0.025,0.7125
0,0,1,0,1,0.0,0.0,1.0,0.0
6,55,71,865,1407,0.0042643923240938165,0.03909026297085998,0.05046197583511016,0.6147832267235253
2,8,7,250,331,0.006042296072507553,0.02416918429003021,0.021148036253776436,0.7552870090634441
9,128,44,2094,3322,0.0027092113184828417,0.03853100541842264,0.013245033112582781,0.6303431667670079
10,130,50,2000,3103,0.003222687721559781,0.04189494038027715,0.016113438607798906,0.6445375443119562
3,18,49,313,526,0.005703422053231939,0.034220532319391636,0.09315589353612168,0.5950570342205324
1,0,3,14,24,0.041666666666666664,0.0,0.125,0.5833333333333334
14,92,23,1541,2508,0.005582137161084529,0.03668261562998405,0.009170653907496013,0.6144338118022329
5,71,59,1076,1678,0.0029797377830750892,0.04231227651966627,0.035160905840286055,0.6412395709177592
0,4,18,60,101,0.0,0.039603960396039604,0.1782178217821782,0.594059405940594
4,42,21,766,1128,0.0035460992907801418,0.03723404255319149,0.018617021276595744,0.6790780141843972
1,5,6,78,113,0.008849557522123894,0.04424778761061947,0.05309734513274336,0.6902654867256637
5,108,40,1416,2153,0.0023223409196470044,0.05016256386437529,0.018578727357176035,0.6576869484440316
8,82,51,1071,1738,0.004602991944764097,0.047180667433831994,0.029344073647871116,0.6162255466052935
8,47,89,722,1272,0.006289308176100629,0.036949685534591194,0.0699685534591195,0.5676100628930818
8,110,56,1613,2447,0.0032693093583980384,0.04495300367797303,0.02288516550878627,0.6591744993870045
3,14,22,170,287,0.010452961672473868,0.04878048780487805,0.07665505226480836,0.5923344947735192
4,44,28,633,1029,0.003887269193391642,0.042759961127308066,0.027210884353741496,0.6151603498542274
3,18,39,230,423,0.0070921985815602835,0.0425531914893617,0.09219858156028368,0.5437352245862884
1,0,25,0,26,0.038461538461538464,0.0,0.9615384615384616,0.0
4,69,4,911,1426,0.002805049088359046,0.04838709677419355,0.002805049088359046,0.6388499298737728
6,30,12,578,862,0.0069605568445475635,0.03480278422273782,0.013921113689095127,0.6705336426914154
4,50,60,546,924,0.004329004329004329,0.05411255411255411,0.06493506493506493,0.5909090909090909
2,32,30,556,879,0.0022753128555176336,0.03640500568828214,0.034129692832764506,0.6325369738339022
6,45,28,723,1177,0.005097706032285472,0.038232795242141036,0.0237892948173322,0.6142735768903993
4,35,15,448,746,0.005361930294906166,0.04691689008042895,0.020107238605898123,0.6005361930294906
1,47,9,628,939,0.0010649627263045794,0.05005324813631523,0.009584664536741214,0.6687965921192758
13,86,29,1478,2258,0.005757307351638618,0.03808680248007086,0.012843224092116917,0.6545615589016829
5,29,27,496,731,0.006839945280437756,0.03967168262653899,0.036935704514363885,0.6785225718194254
0,0,1,0,1,0.0,0.0,1.0,0.0
11,39,50,726,1145,0.00960698689956332,0.03406113537117904,0.043668122270742356,0.634061135371179
1,12,9,134,257
6,54,9,538,943
3,19,29,361,551
5,7,37,118,213
2,9,3,314,444
10,69,45,1222,1825
1,13,4,148,241
1,28,12,461,672
9,58,23,829,1301
5,43,22,518,867
2,1,11,51,90
1,40,40,786,1279
10,47,47,647,1059
2,54,26,660,1047
11,71,72,798,1399
6,83,44,1301,2069
1,7,12,167,244
14,87,18,1491,2281
3,20,11,277,412
4,35,14,533,845
6,31,18,559,869
10,39,9,580,943
1,19,23,351,593
4,6,2,80,133
2,6,1,129,217
5,61,45,1035,1716
8,66,44,1134,1833
6,44,56,868,1335
1,2,6,112,156
7,127,59,1812,2915
2,8,8,99,175
3,31,28,399,666
1,0,13,22,37
1,7,41,183,316
3,34,11,558,829
12,90,49,1583,2458
8,119,68,1880,2952
7,44,43,554,947
2,14,26,161,323
1,20,17,417,653
12,141,53,1863,2978
5,68,46,1029,1664
1,0,0,0,1
0,2,7,83,131
4,61,16,809,1320
3,36,31,496,806
7,20,42,402,653
3,30,27,305,549
7,58,66,903,1404
2,15,3,213,350
3,12,4,135,233
1,0,0,0,1
5,73,15,1067,1706
1,13,4,308,446
8,35,16,681,1099
5,87,45,1020,1782
1,31,7,317,528
3,38,10,650,991
4,99,26,1445,2242
1,0,0,0,1
0,0,1,4,5
4,5,1,90,142
3,35,15,589,939
2,7,16,91,179
